table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,danish_genus_name,danish_family_name,danish_species_epithet,copyright
2511,floradanica_2511.tif,"Parmelia atrosulphurea Wahlenb. / Parmelia badia [beta], milvina Fr.",1849,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Lecanora atrosulphurea (Wahlenb.) Ach.,,,,free
2512,floradanica_2512.tif,Parmelia ambigua Wulf. / Parmelia ambigua Wulf. / Parmelia Atra Huds.,1849,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Parmelia diffusa (Web.) Th. Fr.,,,,free
2513,floradanica_2513.tif,Peltigera horizontalis (L.) Fr. / Peltigera polydactyla (Neck.) Fr.,1849,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,,,,,free
2514,floradanica_2514.tif,Laminaria digitata (L.) Ag.,1849,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,(forsan. L. intermedia Foslie).,,,,free
2515,floradanica_2515.tif,Conferva erecta Suhr / Conferva sulfurea Rudolphi,1849,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Cladophora insignis (Ag.) Kütz.,,,,free
2516,floradanica_2516.tif,Conferva flacca Dillw. / Conferva subsalsa Ørst. / Conferva brachymelia Lgb.,1849,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Ulothrix flacca (Dillw.) Thur.(?),,,,free
2517,floradanica_2517.tif,Calothrix scopulorum Web. et M. / Oscilatoria elegans Ag. / Oscilatoria antilaria Jürg.,1849,F. Liebmann,Lave,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Oscillaria sp.,,,,free
2518,floradanica_2518.tif,Rivularia nitida Ag. / Palmella cuprea J. Ag. / Leucothrix Mucor Ørst.,1849,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Rivularia plicata Carm.?,,,,free
2519,floradanica_2519.tif,Conferva lubrica [beta] elongata / Batrachospermum vagum Ag.,1849,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,"Stigeoclonium tenue [beta], lubricim Kütz.",,,,free
2520,floradanica_2520.tif,Corynephora marina Ag.,1849,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 42,,Leathesia difformis (L.) Aresch.,,,,free
2521,floradanica_2521.tif,Dupontia psilosanta Rupr.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Dupontia psilosantha Rupr.,Tundragræs,Græsfamilien,Glat,free
2522,floradanica_2522.tif,Aira Wibeliana Sond. 159),1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Deschampsia cespitosa (L.) Beauv. ssp. paludosa (Schübler & Martens) G. C. S. Clarke,Bunke,Græsfamilien,Elb-,free
2523,floradanica_2523.tif,Calamagrostis purpurascens R. Br.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Calamagrostis purpurascens R.Br.,Rørhvene,Græsfamilien,Purpur-,free
2524,floradanica_2524.tif,Calamagrostis Halleriana Lbm.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Calamagrostis purpurea (Trin.) Trin. ssp. phragmitoides (Hartman) Tzvevel.,Rørhvene,Græsfamilien,Brun,free
2525,floradanica_2525.tif,Brachyphodium pinnatum (L.) P. B.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Brachypodium pinnatum (L.) Beauv.,Stilkaks,Græsfamilien,Bakke-,free
2526,floradanica_2526.tif,Bromus commutats Schrad.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Bromus commutatus Schrader,Hejre,Græsfamilien,Mangeblomstret,free
2527,floradanica_2527.tif,Bromus arvensis L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Bromus arvensis L.,Hejre,Græsfamilien,Ager-,free
2528,floradanica_2528.tif,Avena strigosa Schreb.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Avena strigosa Schreber,Havre,Græsfamilien,Pur-,free
2529,floradanica_2529.tif,Poa cenisia Fl. D.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Poaceae,Poa arctica R. Br.,Rapgræs,Græsfamilien,Arktisk,free
2530,floradanica_2530.tif,Galium spurium L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Rubiaceae,Galium spurium L. ssp. spurium,Snerre,Krapfamilien,Hør-,free
2531,floradanica_2531.tif,Ulmus campestris L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Ulmaceae,Ulmus minor Miller,Elm,Elmefamilien,Småbladet,free
2532,floradanica_2532.tif,Ulmus montana Sm.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Ulmaceae,Ulmus glabra Hudson emend. Moss ssp. glabra,Elm,Elmefamilien,Skov-,free
2533,floradanica_2533.tif,Luzula pilosa (L.) Willd.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Juncaceae,Luzula pilosa (L.) Willd.,Frytle,Sivfamilien,Håret,free
2534,floradanica_2534.tif,Rumex Acetosa L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Polygonaceae,Rumex acetosa L.,Syre,Skedeknæfamilien,Almindelig,free
2535,floradanica_2535.tif,Stellaria uliginosa Murr.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Caryophyllaceae,Stellaria alsine Grimm,Fladstjerne,Nellikefamilien,Sump-,free
2536,floradanica_2536.tif,Cerastium strigosum Fr. (Cerastium brachypelatum Desport).,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Caryophyllaceae,Cerastium brachypetalum Pers.,Hønsetarm,Nellikefamilien,Stivhåret,free
2537,floradanica_2537.tif,Cerastium glutinosum Fr.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Caryophyllaceae,Cerastium pumilum Curtis ssp. glutinosum (Fries) Corb.,Hønsetarm,Nellikefamilien,Klæbrig,free
2538,floradanica_2538.tif,Rubus corylifolius Sm.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Rosaceae,Rubus wahlbergii,Hasselbrombær,Rosenfamilien,Wahlbergs,free
2539,floradanica_2539.tif,Rubus affinis Lbm.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Rosaceae,Rubus sp.,Brombær,Rosenfamilien,,free
2540,floradanica_2540.tif,Potentilla verna L. 168),1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Rosaceae,Potentilla tabernaemontani Ascherson,Potentil,Rosenfamilien,Vår-,free
2541,floradanica_2541.tif,Stachys annuus (annua) L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Lamiaceae,Stachys annua (L.) L.,Galtetand,Læbeblomstfamilien,Enårig,free
2542,floradanica_2542.tif,Mentha rotundifolia L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Lamiaceae,Mentha suaveolens Ehrh.,Mynte,Læbeblomstfamilien,Rundbladet,free
2543,floradanica_2543.tif,Sonchus arvensis var. integrifolia Lge.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Asteraceae,Sonchus arvensis L.,Svinemælk,Kurvblomstfamilien,Almindelig Ager-,free
2544,floradanica_2544.tif,Crepi virens L. (Willd.).,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Asteraceae,Crepis capillaris (L.) Wallr.,Høgeskæg,Kurvblomstfamilien,Grøn,free
2545,floradanica_2545.tif,Crepis virens var. capillaris (L.) Fr.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Asteraceae,Crepis capillaris (L.) Wallr.,Høgeskæg,Kurvblomstfamilien,Grøn,free
2546,floradanica_2546.tif,Carex pulicaris L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Cyperaceae,Carex pulicaris L.,Star,Halvgræsfamilien,Loppe-,free
2547,floradanica_2547.tif,Carex caepitosa L. (Carex pacifica Drej.),1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Cyperaceae,Carex cespitosa L.,Star,Halvgræsfamilien,Tue-,free
2548,floradanica_2548.tif,Carex stricta Good.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Cyperaceae,Carex elata All. ssp. elata,Star,Halvgræsfamilien,Stiv,free
2549,floradanica_2549.tif,Betula verrucosa Ehrh.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Betulaceae,Betula pendula Roth,Birk,Birkefamilien,Vorte-,free
2550,floradanica_2550.tif,Salix undulata Ehrh.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix triandra x viminalis,Pil,Pilefamilien,Bølget,free
2551,floradanica_2551.tif,Salix Smithiana Willd.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix caprea x viminalis,Pil,Pilefamilien,Lancet-,free
2552,floradanica_2552.tif,Salix alba L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix alba L. ssp. alba,Hvidpil,Pilefamilien,,free
2553,floradanica_2553.tif,Salix nigricans L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix myrsinifolia Salisb.,Pil,Pilefamilien,Sort,free
2554,floradanica_2554.tif,Salix purpurea L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix purpurea L.,Pil,Pilefamilien,Purpur-,free
2555,floradanica_2555.tif,Salix rubra Huds.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix purpurea x viminalis,Pil,Pilefamilien,Rød,free
2556,floradanica_2556.tif,Salix rosmarinifolia L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix rosmarinifolia L.,Pil,Pilefamilien,Rosmarin-,free
2557,floradanica_2557.tif,Salix angustifolia Wulf.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix repens x viminalis,Pil,Pilefamilien,Smalbladet,free
2558,floradanica_2558.tif,Salix amygdalina L.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Salicaceae,Salix triandra L.,Pil,Pilefamilien,Mandel-,free
2559,floradanica_2559.tif,Aspidium angulare Kit.,1852,F. Liebmann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,Dryopteridaceae,Polystichum aculeatum (L.) Roth,Skjoldbregne,Mangeløvfamilien,Almindelig,free
2560,floradanica_2560.tif,Phascum alternifolium Lbm. / Orthotrichum Sturmii Hpp. et Hsch.,1852,F. Liebmann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Pleuridium acuminatum Lindb.,,,,free
2561,floradanica_2561.tif,Racomitrium canescens Hedw. / Racomitrium lanuginosum Hedw.,1852,F. Liebmann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,"Rhacomitrium ericoides [beta], canescens (Timm.) Lindb.",,,,free
2562,floradanica_2562.tif,Hypnum murale Neck. / Hypnum Stokesii Turn.,1852,F. Liebmann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Rhynchostegium murale (Neck.) Br. et Sch.,,,,free
2563,floradanica_2563.tif,"Hypnum aduncum [beta], Tenue Hartm. / Leskea polycarpa Ehrh.",1852,F. Liebmann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Harpidium fluitans var. Deinbollii (Sw.) Lindb.,,,,free
2564,floradanica_2564.tif,Hypnum populeum Hedw. / Hypnum palustre Hedw.,1852,F. Liebmann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Brachythecium populeum (H.) Br. et Sch. (Brachythecium viride Lindb.).,,,,free
2565,floradanica_2565.tif,Bryum caespiticium Lbm.,1852,F. Liebmann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Bryum inclinatum (Sw.) Bland. var. (?),,,,free
2566,floradanica_2566.tif,Parmelia frustulosa Ach. / Parmelia vitellina Ach.,1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,"Lecanora frustulosa [alfa], argopholis (Wahlenb.) Körb.",,,,free
2567,floradanica_2567.tif,Parmelia muscorum Lbm. / Parmelia Hookeri Engl. Bot.,1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,"Physica pulverulenta [gamma], musciggena (Ach.) Nyl.",,,,free
2568,floradanica_2568.tif,"Parmelia sordida [beta], subcarnea Fr. / Lecidea contigua Ehrh.",1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Lecanora sordida var. subcarnea (Fr.).,,,,free
2569,floradanica_2569.tif,Biatora vernalis Fr. / Biatora vernalis var. pineti Fr.,1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2570,floradanica_2570.tif,Biatora uliginosa Fr. / Biatora byssoides (L.) Fr.,1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Sphyridium byssoides (L.) Th. Fr.,,,,free
2571,floradanica_2571.tif,Sterecaulon tomentosum L. / Endocarpon pusillum Hedw.,1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,"Stereocaulon tomentosum [alfa], campestre Körb.",,,,free
2572,floradanica_2572.tif,Biatora mixta Fr. / Biatora lucida Fr.,1852,F. Liebmann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Catillaria (Biatorina) tricolor  (With.) Th. Fr.,,,,free
2573,floradanica_2573.tif,Fusus serratus L.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2574,floradanica_2574.tif,Gloisiphonia capillaris Aresch. / Lomentaria articulata Huds.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Chylocladia articulata (Huds.) Grev.,,,,free
2575,floradanica_2575.tif,Asperococcus bullosus Lmrx. / Asperococcus echinatus (Mert.) Grev.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2576,floradanica_2576.tif,Striaria attenuta Grev.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2577,floradanica_2577.tif,Stilophora rhizodes (Ehrh.) Ag. / Dictyosiphon pusillus (Carm.) Aresch.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,Lithosiphon pusillus Harv.,,,,free
2578,floradanica_2578.tif,Lomentaria kaliformis Good. et Woodw.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2579,floradanica_2579.tif,Bonnemaisonia asparagoides (Woodw.) Ag. / Griffithsia corallina (Lightf.) Ag.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2580,floradanica_2580.tif,Dictyota dichotoma (Huds.) Lmrx. / Dictyosiphon Chordaria Aresch.,1852,F. Liebmann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 43,,,,,,free
2581,floradanica_2581.tif,Agrostis rubra L. (Agrostis borealis Hartm.).,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Caryophyllaceae,Agrostis mertensii Trin.,Hvene,Nellikefamilien,Fjeld-,free
2582,floradanica_2582.tif,Glyceria (maritima var.) palustris Fr.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Poaceae,Puccinellia maritima (L.) Parl.,Annelgræs,Græsfamilien,Strand-,free
2583,floradanica_2583.tif,Glyceria vaginata Lge.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Poaceae,Puccinellia vaginata (Lange) Fern. & Weath.,Annelgræs,Græsfamilien,Skede-,free
2584,floradanica_2584.tif,Armeria maritima Willd.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Plumbaginaceae,Armeria maritima (Miller) Willd.  ssp. maritima,Engelskgræs,Hindebægerfamilien,Strand-,free
2585,floradanica_2585.tif,Armeria vulgaris (Willd.) var. elongata (Drej.).,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Plumbaginaceae,Armeria maritima (Miller) Willd. ssp. elongata (Hoffm.) Bonnier,Engelskgræs,Hindebægerfamilien,Vej-,free
2586,floradanica_2586.tif,Acer platanoides L.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Aceraceae,Acer platanoides L.,Løn,Lønfamilien,Spids-,free
2587,floradanica_2587.tif,Epilobium alsinefolium Vill. (Epilobium origanifolium Lam.),1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Onagraceae,Epilobium alsinifolium Vill.,Dueurt,Natlysfamilien,Fjeld-,free
2588,floradanica_2588.tif,Epilobium virgatum Fr. (?) 63),1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Onagraceae,Epilobium obscurum Schreber,Dueurt,Natlysfamilien,Ris-,free
2589,floradanica_2589.tif,Rubus plicatus Whe. et N. E.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Rosaceae,Rubus sp.,Brombær,Rosenfamilien,,free
2590,floradanica_2590.tif,"Prunus spinosa [beta], coaetanea Wimm. et Gr.",1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Rosaceae,Prunus domestica x spinosa L.,Kræge X Slåen,Rosenfamilien,,free
2591,floradanica_2591.tif,Potentilla collina Wib. (Potentilla Güntheri Pohl.).,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Rosaceae,Potentilla collina  Wibel,Potentil,Rosenfamilien,Bakke-,free
2592,floradanica_2592.tif,Potentilla cinerea Chaix (Potentilla incana Moench),1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Rosaceae,Potentilla cinerea Chaix ex Vill.,Potentil,Rosenfamilien,Grå,free
2593,floradanica_2593.tif,Senebiera didyma (L.) Pers.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Brassicaceae,Coronopus didymus (L.) Smith,Ravnefod,Korsblomstfamilien,Liden,free
2594,floradanica_2594.tif,Taraxacum erythrospermum Andrs.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Asteraceae,Taraxacum sp.,Mælkebøtte,Kurvblomstfamilien,,free
2595,floradanica_2595.tif,Erigeron acris L. Var.?,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Asteraceae,Erigeron acer L. ssp. decoloratus (H. Lindb. fil.) Hiitonen,Bakkestjerne,Kurvblomstfamilien,Bleg,free
2596,floradanica_2596.tif,Hieracium stoloniflorum Waldst. et Kit.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Asteraceae,Hieracium sp.,Høgeurt,Kurvblomstfamilien,,free
2597,floradanica_2597.tif,Hieracium rigidum Fl. D.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Asteraceae,Hieracium Tridentata (gruppe),Høgeurt,Kurvblomstfamilien,Rank,free
2598,floradanica_2598.tif,Hieracium caesium Fl. D.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Asteraceae,Hieracium sp.,Høgeurt,Kurvblomstfamilien,,free
2599,floradanica_2599.tif,Vicia villosa Roth.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Fabaceae,Vicia villosa Roth ssp. villosa,Vikke,Ærteblomstfamilien,Sand-,free
2600,floradanica_2600.tif,Salix aurita L.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Salicaceae,Salix aurita L.,Pil,Pilefamilien,Øret,free
2601,floradanica_2601.tif,Salix cinerea L. [femininum],1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Salicaceae,Salix cinerea L.,Gråpil,Pilefamilien,,free
2602,floradanica_2602.tif,Salix aciutifolia Willd. (Salix pruinosa Wendl.).,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Salicaceae,Salix daphnoides Vill. ssp. acutifolia,Pil,Pilefamilien,Kaspisk,free
2603,floradanica_2603.tif,Salix caprea L.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Salicaceae,Salix caprea L. var. caprea,Pil,Pilefamilien,Selje-,free
2604,floradanica_2604.tif,Salix mollissima Ehrh.,1858,Japetus Steenstrup & Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 44,Salicaceae,Salix triandra x viminalis ?,Pil,Pilefamilien,Blød,free
